Make,Model,Vehicle Class,Transmission,Fuel Type,Engine Size(L),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
3,1582,10,25,4,0.28,0.3454545454545454,269.0
3,1583,10,9,4,0.28,0.33181818181818185,262.0
3,1589,2,9,4,0.41333333333333333,0.3454545454545454,269.0
3,1606,2,9,4,0.41333333333333333,0.3454545454545454,269.0
3,1608,2,17,4,0.41333333333333333,0.35454545454545455,281.0
3,1690,11,17,4,0.28,0.3681818181818182,281.0
3,1804,10,8,4,0.14666666666666667,0.2272727272727273,209.0
3,1806,13,8,4,0.14666666666666667,0.2318181818181818,212.0
3,1811,10,8,4,0.14666666666666667,0.2772727272727273,235.0
3,1813,13,8,4,0.14666666666666667,0.2772727272727273,235.0
4,525,0,17,4,0.41333333333333333,0.4090909090909091,307.0
4,525,0,17,4,0.68,0.5136363636363637,354.0
4,526,10,17,4,0.41333333333333333,0.4681818181818182,337.0
4,526,10,17,4,0.68,0.540909090909091,368.0
4,528,13,17,4,0.41333333333333333,0.45909090909090905,327.0
4,904,2,17,4,0.41333333333333333,0.45909090909090905,334.0
4,1261,2,17,4,0.7133333333333334,0.6409090909090909,409.5
5,34,10,17,4,0.14666666666666667,0.21818181818181825,205.0
5,35,10,17,4,0.14666666666666667,0.1954545454545455,193.0
5,35,10,25,4,0.14666666666666667,0.22272727272727277,207.0
5,37,10,17,4,0.14666666666666667,0.2272727272727273,209.0
5,38,10,17,4,0.14666666666666667,0.2090909090909091,200.0
5,55,0,17,4,0.14666666666666667,0.1954545454545455,193.0
5,55,0,25,4,0.14666666666666667,0.22272727272727277,207.0
5,57,0,17,4,0.14666666666666667,0.2090909090909091,200.0
5,59,0,17,0,0.14666666666666667,0.11818181818181822,181.0
5,60,9,17,0,0.14666666666666667,0.11818181818181822,181.0
5,62,0,17,4,0.14666666666666667,0.1954545454545455,193.0
5,62,0,25,4,0.14666666666666667,0.22272727272727277,207.0
5,65,0,17,4,0.14666666666666667,0.2272727272727273,209.0
5,64,1,17,4,0.14666666666666667,0.2272727272727273,209.0
5,66,9,17,4,0.14666666666666667,0.2272727272727273,209.0
5,75,0,17,4,0.28,0.25,221.0
5,75,0,25,4,0.28,0.25909090909090915,225.0
5,78,0,17,4,0.28,0.26818181818181824,230.0
5,78,0,25,4,0.28,0.2818181818181819,237.0
5,77,1,17,4,0.28,0.26818181818181824,230.0
5,86,10,17,4,0.14666666666666667,0.21818181818181825,205.0
5,87,0,17,4,0.14666666666666667,0.1954545454545455,193.0
5,87,0,25,4,0.14666666666666667,0.22272727272727277,207.0
5,88,0,17,4,0.14666666666666667,0.21818181818181825,205.0
5,88,0,25,4,0.14666666666666667,0.22272727272727277,207.0
5,89,10,17,4,0.14666666666666667,0.25,221.0
5,90,0,17,4,0.14666666666666667,0.2272727272727273,209.0
5,91,0,17,4,0.14666666666666667,0.2272727272727273,209.0
5,99,10,17,4,0.28,0.26363636363636367,228.0
5,100,0,17,4,0.28,0.25,221.0
5,100,0,25,4,0.28,0.25909090909090915,225.0
5,101,0,17,4,0.28,0.25,221.0
5,102,10,17,4,0.28,0.2818181818181819,237.0
5,103,0,17,4,0.28,0.26818181818181824,230.0
5,104,0,17,4,0.28,0.26818181818181824,230.0
5,136,2,17,4,0.14666666666666667,0.21818181818181825,205.0
5,138,2,17,4,0.14666666666666667,0.2272727272727273,209.0
5,143,2,17,0,0.28,0.17272727272727278,213.0
5,146,2,17,4,0.28,0.2818181818181819,237.0
5,145,1,17,4,0.28,0.31363636363636366,253.0
5,152,2,17,4,0.4666666666666667,0.37272727272727285,283.0
5,151,1,17,4,0.4666666666666667,0.39545454545454556,294.0
5,153,10,17,4,0.28,0.2818181818181819,237.0
5,154,0,17,4,0.28,0.2818181818181819,237.0
5,158,10,17,4,0.4666666666666667,0.39545454545454556,294.0
5,159,0,17,4,0.4666666666666667,0.37272727272727285,283.0
5,160,0,17,4,0.4666666666666667,0.39545454545454556,294.0
5,162,1,17,0,0.28,0.21363636363636368,238.0
5,164,1,17,4,0.28,0.2818181818181819,237.0
5,170,1,17,4,0.4666666666666667,0.39545454545454556,294.0
5,166,1,17,4,0.4666666666666667,0.39545454545454556,294.0
5,175,1,17,4,0.68,0.5181818181818183,356.0
5,269,0,17,4,0.28,0.2090909090909091,200.0
5,270,2,17,4,0.28,0.24090909090909096,216.0
5,271,1,17,4,0.28,0.23636363636363644,214.0
5,273,0,17,4,0.4666666666666667,0.39545454545454556,294.0
5,275,1,17,4,0.4666666666666667,0.39545454545454556,294.0
5,276,1,17,4,0.4666666666666667,0.39545454545454556,294.0
5,1161,10,17,4,0.28,0.2772727272727273,235.0
5,1161,10,25,4,0.28,0.3045454545454546,248.0
5,1162,10,17,4,0.28,0.2772727272727273,235.0
5,1162,10,25,4,0.28,0.28636363636363643,239.0
5,1165,10,17,4,0.28,0.26818181818181824,230.0
5,1177,0,9,4,0.28,0.3636363636363637,278.0
5,1177,0,25,4,0.28,0.3409090909090909,267.0
5,1179,10,9,4,0.28,0.3636363636363637,278.0
5,1179,10,25,4,0.28,0.35000000000000003,271.0
5,1180,0,9,4,0.28,0.3636363636363637,278.0
5,1180,0,25,4,0.28,0.3409090909090909,267.0
5,1188,2,9,4,0.4666666666666667,0.48181818181818187,338.0
5,1188,2,25,4,0.4666666666666667,0.43636363636363634,315.0
5,1194,10,25,4,0.4666666666666667,0.43636363636363634,315.0
5,1195,0,9,4,0.4666666666666667,0.48181818181818187,338.0
5,1195,0,25,4,0.4666666666666667,0.43636363636363634,315.0
5,1196,0,25,4,0.4666666666666667,0.43636363636363634,315.0
5,1913,11,17,4,0.14666666666666667,0.2272727272727273,209.0
5,1914,11,17,4,0.28,0.3227272727272727,258.0
5,1922,11,17,0,0.14666666666666667,0.17272727272727278,213.0
5,1923,11,17,4,0.14666666666666667,0.26363636363636367,228.0
5,1925,11,17,4,0.28,0.30909090909090914,251.0
5,1930,11,17,4,0.14666666666666667,0.2772727272727273,235.0
5,1931,11,17,4,0.28,0.30909090909090914,251.0
5,1933,12,17,4,0.4666666666666667,0.47727272727272735,336.0
5,1935,12,17,0,0.28,0.2090909090909091,235.0
5,1936,12,17,4,0.28,0.3181818181818182,255.0
5,1937,12,17,4,0.4666666666666667,0.440909090909091,317.0
5,1940,12,17,4,0.4666666666666667,0.47727272727272735,336.0
5,1942,12,17,4,0.28,0.3181818181818182,255.0
5,1943,12,17,4,0.4666666666666667,0.440909090909091,317.0
5,2044,13,17,4,0.14666666666666667,0.2272727272727273,209.0
5,2044,13,25,4,0.14666666666666667,0.22272727272727277,207.0
7,1123,2,15,3,0.36,0.33181818181818185,262.0
7,1123,2,15,1,0.36,0.531818181818182,253.0
7,1124,2,15,3,0.36,0.3454545454545454,269.0
7,1124,2,15,1,0.36,0.5363636363636364,254.0
7,1501,2,15,4,0.14666666666666667,0.25909090909090915,225.0
7,1879,0,15,4,0.14666666666666667,0.25909090909090915,225.0
7,1879,0,15,3,0.2,0.24090909090909096,216.0
8,360,0,15,4,0.14666666666666667,0.2545454545454545,223.0
8,360,0,25,4,0.14666666666666667,0.2818181818181819,237.0
8,360,0,15,3,0.21333333333333332,0.23636363636363644,214.0
8,360,0,15,3,0.36,0.3045454545454546,248.0
8,361,0,15,4,0.14666666666666667,0.2772727272727273,235.0
8,361,0,15,3,0.36,0.31363636363636366,253.0
8,583,2,15,4,0.14666666666666667,0.26363636363636367,228.0
8,583,2,17,3,0.36,0.3,246.0
8,584,2,15,4,0.14666666666666667,0.29545454545454547,244.0
8,584,2,15,3,0.36,0.31363636363636366,253.0
8,592,2,17,4,0.36,0.39090909090909093,292.0
8,788,12,3,4,0.7066666666666667,0.45,322.0
8,788,12,5,4,0.7066666666666667,0.440909090909091,317.0
8,790,12,3,4,0.7066666666666667,0.4727272727272727,334.0
8,790,12,5,4,0.7066666666666667,0.4636363636363637,329.0
8,2012,1,15,3,0.36,0.3272727272727273,260.0
8,2013,1,15,3,0.36,0.3409090909090909,267.0
9,439,0,15,3,0.36,0.3272727272727273,260.0
9,439,0,25,3,0.36,0.33636363636363636,265.0
9,439,0,15,4,0.7066666666666667,0.39545454545454556,294.0
9,439,0,25,4,0.7066666666666667,0.39090909090909093,292.0
9,442,0,25,4,0.7066666666666667,0.5181818181818183,357.0
9,443,0,15,4,0.7066666666666667,0.5772727272727274,386.0
9,443,0,25,4,0.7066666666666667,0.48181818181818187,338.0
9,495,7,19,3,0.14666666666666667,0.24090909090909096,216.0
9,518,5,3,3,0.21333333333333332,0.29090909090909095,242.0
9,518,5,25,3,0.21333333333333332,0.3045454545454546,248.0
9,518,5,3,3,0.36,0.3272727272727273,260.0
9,519,5,3,3,0.21333333333333332,0.3272727272727273,260.0
9,519,5,3,3,0.36,0.35000000000000003,271.0
9,556,13,17,4,0.7066666666666667,0.3454545454545454,269.0
9,557,13,17,4,0.7066666666666667,0.4636363636363637,329.0
9,557,13,26,4,0.7066666666666667,0.4227272727272728,308.0
9,563,2,25,3,0.12,0.18181818181818182,186.0
9,783,11,3,3,0.2,0.2272727272727273,209.0
9,783,11,3,1,0.2,0.4227272727272728,214.0
9,780,11,3,3,0.36,0.3636363636363637,278.0
9,782,11,3,3,0.2,0.26818181818181824,230.0
9,782,11,3,1,0.2,0.45909090909090905,227.0
9,811,15,3,3,0.68,0.6499999999999999,409.5
9,811,15,3,1,0.68,0.6499999999999999,409.5
9,812,15,3,3,0.52,0.6363636363636365,409.5
9,812,15,3,3,0.68,0.6499999999999999,409.5
9,813,15,3,3,0.68,0.6499999999999999,409.5
9,813,15,3,1,0.68,0.6499999999999999,409.5
9,1059,1,15,3,0.21333333333333332,0.2318181818181818,212.0
9,1059,1,15,1,0.36,0.4727272727272727,232.0
9,1215,2,15,4,0.14666666666666667,0.25909090909090915,225.0
9,1651,6,3,3,0.45333333333333325,0.35454545454545455,274.0
9,1651,6,3,1,0.45333333333333325,0.590909090909091,274.0
9,1651,6,3,1,0.5866666666666667,0.5954545454545455,275.0
9,1651,6,5,4,0.7066666666666667,0.45,322.0
9,1652,6,3,3,0.45333333333333325,0.3818181818181819,288.0
9,1652,6,3,1,0.45333333333333325,0.6318181818181818,288.0
9,1652,6,3,1,0.5866666666666667,0.6090909090909091,280.0
9,1652,6,5,4,0.7066666666666667,0.45909090909090905,327.0
9,1675,0,24,3,0.12,0.1772727272727273,184.0
9,1676,2,25,3,0.06666666666666665,0.1545454545454546,173.0
9,1676,2,24,3,0.12,0.1772727272727273,184.0
9,1687,10,19,3,0.04000000000000001,0.13181818181818183,161.0
9,1687,10,24,3,0.04000000000000001,0.12272727272727274,156.0
9,1697,12,3,3,0.5866666666666667,0.39090909090909093,292.0
9,1697,12,3,1,0.5866666666666667,0.5954545454545455,275.0
9,1698,12,3,3,0.5866666666666667,0.41818181818181827,306.0
9,1698,12,3,1,0.5866666666666667,0.6499999999999999,306.0
9,1762,12,3,3,0.5866666666666667,0.39090909090909093,292.0
9,1762,12,3,1,0.5866666666666667,0.5954545454545455,275.0
9,1763,12,3,3,0.5866666666666667,0.4045454545454546,299.0
9,1763,12,3,1,0.5866666666666667,0.6136363636363638,282.0
9,1799,11,15,3,0.06666666666666665,0.18636363636363634,189.0
9,1801,11,15,3,0.06666666666666665,0.2090909090909091,200.0
10,25,2,6,3,0.2,0.2,196.0
10,30,2,6,3,0.2,0.2,196.0
10,30,2,6,1,0.2,0.3272727272727273,181.0
10,25,2,6,3,0.36,0.2772727272727273,235.0
10,30,2,6,3,0.36,0.2772727272727273,235.0
10,30,2,6,1,0.36,0.4318181818181818,218.0
10,26,2,6,3,0.36,0.3,246.0
10,27,2,6,3,0.36,0.3,246.0
10,27,2,6,1,0.36,0.45454545454545453,226.0
10,48,1,5,3,0.64,0.37272727272727285,283.0
11,467,2,5,3,0.36,0.2818181818181819,237.0
11,467,2,25,4,0.7133333333333334,0.4454545454545455,320.0
11,468,2,5,3,0.64,0.37272727272727285,283.0
11,468,2,5,4,0.7133333333333334,0.4000000000000001,297.0
11,473,2,5,4,0.7133333333333334,0.4000000000000001,297.0
11,475,2,5,4,0.7066666666666667,0.48181818181818187,338.0
11,475,2,25,4,0.7066666666666667,0.5,347.0
11,476,1,2,3,0.36,0.33636363636363636,264.0
11,481,1,2,3,0.36,0.33636363636363636,264.0
11,481,1,2,1,0.36,0.5363636363636364,254.0
11,481,1,5,3,0.36,0.2818181818181819,237.0
11,477,1,2,3,0.64,0.4000000000000001,297.0
11,477,1,5,3,0.64,0.37272727272727285,283.0
11,483,1,5,4,0.7133333333333334,0.4000000000000001,297.0
11,484,1,5,4,0.7066666666666667,0.48181818181818187,338.0
11,701,2,3,1,0.14666666666666667,0.33636363636363636,184.0
11,713,12,5,3,0.64,0.48181818181818187,338.0
11,989,4,3,1,0.36,0.5590909090909091,262.0
11,1102,11,3,3,0.36,0.3636363636363637,278.0
11,1885,13,25,4,0.7133333333333334,0.531818181818182,363.0
12,130,3,3,3,0.06666666666666665,0.20454545454545459,198.0
12,125,3,3,3,0.06666666666666665,0.20454545454545459,198.0
12,126,3,3,3,0.06666666666666665,0.20454545454545459,198.0
12,131,9,3,3,0.06666666666666665,0.24090909090909096,216.0
12,131,9,8,3,0.06666666666666665,0.2090909090909091,200.0
12,131,9,25,3,0.06666666666666665,0.19090909090909097,191.0
13,759,11,15,3,0.14666666666666667,0.25909090909090915,225.0
13,760,11,15,3,0.14666666666666667,0.25909090909090915,225.0
13,759,11,15,3,0.3466666666666667,0.3272727272727273,260.0
13,761,11,15,3,0.14666666666666667,0.2818181818181819,237.0
13,761,11,15,3,0.3466666666666667,0.35000000000000003,271.0
13,762,11,15,3,0.24000000000000005,0.35454545454545455,274.0
13,792,11,15,3,0.09333333333333335,0.22272727272727277,207.0
13,792,11,15,3,0.21333333333333332,0.24545454545454548,218.0
13,793,11,15,3,0.09333333333333335,0.24090909090909096,216.0
13,793,11,15,3,0.14666666666666667,0.27272727272727276,232.0
13,795,12,15,3,0.3466666666666667,0.45909090909090905,327.0
13,798,12,15,3,0.3466666666666667,0.4681818181818182,331.0
13,799,12,3,3,0.14666666666666667,0.28636363636363643,239.0
13,802,12,15,1,0.3466666666666667,0.5454545454545456,258.0
13,801,12,15,3,0.3466666666666667,0.4045454545454546,299.0
13,803,12,15,1,0.3466666666666667,0.5818181818181818,270.0
13,843,6,15,3,0.24000000000000005,0.3045454545454546,248.0
13,843,6,15,3,0.3466666666666667,0.35909090909090907,276.0
13,851,6,3,3,0.3466666666666667,0.33636363636363636,264.0
13,851,6,3,1,0.3466666666666667,0.5272727272727273,251.0
13,851,6,15,3,0.5466666666666666,0.41818181818181827,306.0
13,851,6,15,1,0.5466666666666666,0.6272727272727272,286.0
13,846,6,15,3,0.24000000000000005,0.35909090909090907,276.0
13,846,6,15,3,0.3466666666666667,0.3818181818181819,288.0
13,854,6,3,3,0.3466666666666667,0.37727272727272737,285.0
13,854,6,3,1,0.3466666666666667,0.5772727272727274,269.0
13,854,6,15,3,0.5466666666666666,0.4454545454545455,320.0
13,854,6,15,1,0.5466666666666666,0.6499999999999999,299.0
13,896,10,15,3,0.09333333333333335,0.15000000000000002,170.0
13,897,10,25,3,0.09333333333333335,0.1772727272727273,184.0
13,900,12,15,3,0.3466666666666667,0.3409090909090909,267.0
13,905,0,25,3,0.013333333333333336,0.13636363636363635,163.0
13,907,0,8,3,0.14666666666666667,0.1636363636363637,177.0
13,907,0,8,1,0.14666666666666667,0.28636363636363643,166.0
13,907,0,15,1,0.14666666666666667,0.29545454545454547,170.0
13,907,0,24,3,0.14666666666666667,0.18181818181818182,186.0
13,907,0,24,1,0.14666666666666667,0.30909090909090914,174.0
13,922,2,15,3,0.08000000000000002,0.1954545454545455,193.0
13,923,2,15,3,0.08000000000000002,0.1772727272727273,184.0
13,922,2,15,3,0.14666666666666667,0.21818181818181825,205.0
13,924,2,15,3,0.14666666666666667,0.23636363636363644,214.0
13,1265,10,15,3,0.18666666666666665,0.24090909090909096,216.0
13,1265,10,25,3,0.18666666666666665,0.2318181818181818,212.0
13,1265,10,15,3,0.37333333333333335,0.3,246.0
13,1265,10,25,3,0.37333333333333335,0.3227272727272727,258.0
13,1265,10,15,3,0.5466666666666666,0.37727272727272737,285.0
13,1265,10,25,3,0.5466666666666666,0.3818181818181819,288.0
13,1267,10,15,3,0.18666666666666665,0.26363636363636367,228.0
13,1267,10,15,3,0.5466666666666666,0.4045454545454546,299.0
13,1754,15,15,3,0.3466666666666667,0.48181818181818187,338.0
13,1755,15,15,3,0.37333333333333335,0.4863636363636364,340.0
13,1755,15,15,1,0.37333333333333335,0.6499999999999999,315.0
13,1767,1,15,3,0.3466666666666667,0.35454545454545455,274.0
13,1768,1,15,3,0.3466666666666667,0.28636363636363643,239.0
13,1768,1,15,1,0.3466666666666667,0.48181818181818187,235.0
13,1769,1,15,3,0.3466666666666667,0.3272727272727273,260.0
13,1769,1,15,1,0.3466666666666667,0.540909090909091,256.0
13,1790,7,15,3,0.09333333333333335,0.24090909090909096,216.0
13,1790,7,15,3,0.21333333333333332,0.26363636363636367,228.0
13,1792,7,15,3,0.21333333333333332,0.2772727272727273,235.0
13,1796,7,15,3,0.21333333333333332,0.28636363636363643,239.0
15,261,12,3,3,0.36,0.3863636363636364,290.0
15,450,5,3,3,0.21333333333333332,0.29090909090909095,242.0
15,450,5,25,3,0.21333333333333332,0.3045454545454546,248.0
15,450,5,3,3,0.36,0.3272727272727273,260.0
15,451,5,3,3,0.21333333333333332,0.3272727272727273,260.0
15,451,5,3,3,0.36,0.35000000000000003,271.0
15,1632,15,3,3,0.68,0.6499999999999999,409.5
15,1632,15,3,1,0.68,0.6499999999999999,409.5
15,1633,15,3,3,0.52,0.6363636363636365,409.5
15,1633,15,3,3,0.68,0.6499999999999999,409.5
15,1634,15,3,3,0.68,0.6499999999999999,409.5
15,1634,15,3,1,0.68,0.6499999999999999,409.5
15,1645,6,3,3,0.45333333333333325,0.35454545454545455,274.0
15,1645,6,3,1,0.45333333333333325,0.590909090909091,274.0
15,1645,6,3,1,0.5866666666666667,0.5954545454545455,275.0
15,1645,6,5,4,0.7066666666666667,0.45,322.0
15,1646,6,3,3,0.45333333333333325,0.3818181818181819,288.0
15,1646,6,3,1,0.45333333333333325,0.6318181818181818,288.0
15,1646,6,3,1,0.5866666666666667,0.6090909090909091,280.0
15,1646,6,5,4,0.7066666666666667,0.45909090909090905,327.0
15,1772,11,3,3,0.2,0.2272727272727273,209.0
15,1772,11,3,1,0.2,0.4227272727272728,214.0
15,1770,11,3,3,0.36,0.3636363636363637,278.0
15,2020,12,3,3,0.5866666666666667,0.39090909090909093,292.0
15,2020,12,3,1,0.5866666666666667,0.5954545454545455,275.0
15,2021,12,3,3,0.5866666666666667,0.4045454545454546,299.0
15,2021,12,3,1,0.5866666666666667,0.6136363636363638,282.0
15,2023,12,3,4,0.7066666666666667,0.45,322.0
15,2023,12,5,4,0.7066666666666667,0.440909090909091,317.0
15,2027,12,3,3,0.5866666666666667,0.39090909090909093,292.0
15,2027,12,3,1,0.5866666666666667,0.5954545454545455,275.0
15,2028,12,3,3,0.5866666666666667,0.41818181818181827,306.0
15,2028,12,3,1,0.5866666666666667,0.6499999999999999,306.0
15,2030,12,3,4,0.7066666666666667,0.4727272727272727,334.0
15,2030,12,5,4,0.7066666666666667,0.4636363636363637,329.0
16,263,2,19,3,0.2,0.1681818181818182,179.0
16,263,2,22,3,0.2,0.1772727272727273,184.0
16,263,2,15,3,0.3466666666666667,0.24545454545454548,219.0
16,265,2,19,3,0.14666666666666667,0.04090909090909095,115.0
16,496,0,19,3,0.12,0.13636363636363635,163.0
16,496,0,24,3,0.12,0.1636363636363637,177.0
16,504,0,25,4,0.2,0.24090909090909096,216.0
16,501,0,19,3,0.08000000000000002,0.050000000000000044,120.0
16,558,11,19,3,0.2,0.1681818181818182,179.0
16,559,11,19,3,0.2,0.19090909090909097,191.0
16,898,9,19,3,0.08000000000000002,0.10454545454545461,147.0
16,898,9,22,3,0.08000000000000002,0.12272727272727274,156.0
16,898,9,25,3,0.08000000000000002,0.1454545454545455,168.0
16,1370,11,2,3,0.3466666666666667,0.33636363636363636,264.0
16,1371,11,2,3,0.3466666666666667,0.35909090909090907,276.0
17,262,0,15,3,0.09333333333333335,0.1636363636363637,177.0
17,262,0,25,3,0.09333333333333335,0.15909090909090912,175.0
17,763,2,15,3,0.12,0.1545454545454546,172.0
17,763,2,25,3,0.12,0.1636363636363637,177.0
17,763,2,15,3,0.14666666666666667,0.19090909090909097,191.0
17,763,2,25,3,0.14666666666666667,0.2,196.0
17,764,2,15,3,0.14666666666666667,0.19090909090909097,191.0
17,764,2,25,3,0.14666666666666667,0.19090909090909097,191.0
17,765,2,15,3,0.14666666666666667,0.20454545454545459,198.0
17,784,1,17,4,0.5466666666666666,0.41818181818181827,306.0
17,948,1,17,3,0.3866666666666666,0.3636363636363637,278.0
17,948,1,17,4,0.5466666666666666,0.45909090909090905,327.0
17,949,10,17,4,0.3866666666666666,0.37272727272727285,283.0
17,949,10,25,4,0.3866666666666666,0.37727272727272737,285.0
17,1617,11,15,3,0.31999999999999995,0.3272727272727273,260.0
17,1619,11,15,3,0.31999999999999995,0.33636363636363636,264.0
17,1620,11,15,3,0.2,0.2818181818181819,237.0
17,1622,11,15,3,0.14666666666666667,0.33636363636363636,264.0
17,1622,11,15,3,0.2,0.3181818181818182,255.0
17,1624,11,15,3,0.31999999999999995,0.3818181818181819,287.0
17,1670,1,15,3,0.14666666666666667,0.2272727272727273,209.0
17,1670,1,15,3,0.2,0.1954545454545455,193.0
17,1674,1,15,3,0.2,0.1954545454545455,193.0
17,1671,2,15,3,0.2,0.10000000000000003,145.0
17,1814,11,15,3,0.14666666666666667,0.23636363636363644,214.0
17,1814,11,15,3,0.2,0.26818181818181824,230.0
17,1816,11,15,3,0.14666666666666667,0.28636363636363643,239.0
17,1816,11,15,3,0.2,0.29545454545454547,244.0
17,1875,0,15,3,0.09333333333333335,0.21363636363636368,202.0
18,1415,2,16,4,0.37333333333333335,0.2818181818181819,237.0
18,1424,10,16,4,0.37333333333333335,0.3,246.0
18,1424,10,25,4,0.37333333333333335,0.3409090909090909,267.0
18,1425,10,16,4,0.37333333333333335,0.33636363636363636,264.0
18,1434,2,16,4,0.6266666666666666,0.37727272727272737,285.0
18,1435,2,16,4,0.6266666666666666,0.4000000000000001,297.0
18,1436,2,16,4,0.3466666666666667,0.1545454545454546,172.0
18,1446,9,16,4,0.37333333333333335,0.35454545454545455,274.0
18,1447,11,22,4,0.3466666666666667,0.27272727272727276,232.0
18,1448,11,22,4,0.3466666666666667,0.3,246.0
18,1449,12,22,3,0.21333333333333332,0.2090909090909091,200.0
18,1451,12,16,4,0.6266666666666666,0.48181818181818187,338.0
19,869,13,17,4,0.28,0.2818181818181819,237.0
19,889,13,17,4,0.28,0.29545454545454547,244.0
19,893,13,17,4,0.5466666666666666,0.39545454545454556,294.0
19,1981,2,17,4,0.28,0.3409090909090909,267.0
19,1984,2,17,4,0.5466666666666666,0.41363636363636364,304.0
19,1985,2,17,4,0.5466666666666666,0.41363636363636364,304.0
19,1992,1,17,4,0.28,0.3818181818181819,288.0
19,2002,3,15,4,0.5466666666666666,0.4318181818181818,313.0
19,2003,3,15,4,0.5466666666666666,0.4227272727272728,308.0
19,2004,3,15,4,0.5466666666666666,0.4318181818181818,313.0
19,2005,3,15,4,0.5466666666666666,0.4227272727272728,308.0
20,492,11,6,3,0.2,0.24545454545454548,218.0
20,492,11,6,1,0.2,0.4000000000000001,206.0
20,485,11,6,3,0.3066666666666667,0.26363636363636367,228.0
20,491,11,6,3,0.2,0.26818181818181824,230.0
20,491,11,6,1,0.2,0.43636363636363634,219.0
20,486,11,6,3,0.3066666666666667,0.2772727272727273,235.0
20,489,11,6,3,0.3066666666666667,0.30909090909090914,251.0
20,493,11,6,3,0.3066666666666667,0.3045454545454546,248.0
20,521,11,24,3,0.14666666666666667,0.2318181818181818,212.0
20,521,11,3,3,0.2,0.26818181818181824,230.0
20,521,11,24,3,0.2,0.23636363636363644,214.0
20,522,11,24,3,0.2,0.2545454545454545,223.0
20,991,12,5,3,0.64,0.48181818181818187,338.0
20,1363,11,24,3,0.14666666666666667,0.2318181818181818,212.0
20,1363,11,3,3,0.2,0.26818181818181824,230.0
20,1363,11,24,3,0.2,0.23636363636363644,214.0
20,1364,11,24,3,0.2,0.2545454545454545,223.0
20,1504,11,25,3,0.06666666666666665,0.21363636363636368,202.0
20,1506,11,6,3,0.2,0.24090909090909096,216.0
20,1506,11,6,1,0.2,0.3681818181818182,195.0
20,1505,11,25,3,0.06666666666666665,0.21363636363636368,202.0
20,1505,11,6,3,0.2,0.25909090909090915,225.0
20,1895,11,2,3,0.36,0.39545454545454556,294.0
20,1895,11,25,3,0.36,0.39545454545454556,294.0
20,1899,11,2,3,0.36,0.4227272727272728,308.0
20,1899,11,25,3,0.36,0.4227272727272728,308.0
21,438,1,15,3,0.31999999999999995,0.3,246.0
21,912,2,15,3,0.12,0.15909090909090912,175.0
21,912,2,25,3,0.12,0.17272727272727278,182.0
21,912,2,15,3,0.14666666666666667,0.19090909090909097,191.0
21,912,2,25,3,0.14666666666666667,0.2,196.0
21,915,1,15,3,0.09333333333333335,0.2545454545454545,223.0
21,915,1,15,3,0.14666666666666667,0.2,196.0
21,915,1,25,3,0.14666666666666667,0.1954545454545455,193.0
21,916,0,15,3,0.09333333333333335,0.24090909090909096,216.0
21,916,0,15,3,0.14666666666666667,0.20454545454545459,198.0
21,916,0,25,3,0.14666666666666667,0.21363636363636368,202.0
21,1116,1,17,3,0.3866666666666666,0.3272727272727273,260.0
21,1116,1,17,4,0.5466666666666666,0.41818181818181827,306.0
21,1326,2,15,3,0.14666666666666667,0.26363636363636367,228.0
21,1326,2,15,3,0.2,0.2090909090909091,200.0
21,1328,2,15,3,0.2,0.10000000000000003,145.0
21,1508,0,15,3,0.09333333333333335,0.1636363636363637,177.0
21,1509,0,15,3,0.09333333333333335,0.15909090909090912,175.0
21,1515,8,15,3,0.14666666666666667,0.23636363636363644,214.0
21,1635,4,15,3,0.31999999999999995,0.3409090909090909,267.0
21,1636,4,15,3,0.31999999999999995,0.33181818181818185,262.0
21,1637,4,15,3,0.31999999999999995,0.3818181818181819,288.0
21,1679,11,15,3,0.2,0.28636363636363643,239.0
21,1679,11,15,3,0.31999999999999995,0.3181818181818182,255.0
21,1681,11,15,3,0.2,0.30909090909090914,251.0
21,1681,11,15,3,0.31999999999999995,0.35000000000000003,271.0
21,1683,9,15,3,0.09333333333333335,0.21818181818181825,205.0
21,1683,9,15,3,0.14666666666666667,0.22272727272727277,207.0
21,1685,9,15,3,0.14666666666666667,0.21363636363636368,202.0
21,1688,11,15,3,0.2,0.26818181818181824,230.0
21,1689,11,15,3,0.14666666666666667,0.3272727272727273,260.0
21,1689,11,15,3,0.2,0.3,246.0
22,366,13,9,4,0.7133333333333334,0.6272727272727272,409.5
22,368,13,9,4,0.7133333333333334,0.6499999999999999,409.5
22,1041,13,9,4,0.5733333333333334,0.4727272727272727,334.0
22,1876,13,9,4,0.7133333333333334,0.6499999999999999,409.5
23,1140,12,17,4,0.28,0.4636363636363637,329.0
23,1463,12,17,4,0.28,0.37272727272727285,283.0
23,1476,12,17,4,0.5466666666666666,0.5,347.0
23,1476,12,17,1,0.5466666666666666,0.6499999999999999,342.0
23,1477,12,17,4,0.5466666666666666,0.5,347.0
23,1477,12,17,1,0.5466666666666666,0.6499999999999999,342.0
23,1464,11,18,4,0.14666666666666667,0.2545454545454545,223.0
23,1466,11,18,4,0.14666666666666667,0.2545454545454545,223.0
23,1469,12,17,4,0.28,0.37727272727272737,285.0
23,1470,12,17,4,0.5466666666666666,0.48181818181818187,338.0
